cluster,gene,p_val,avg_logFC,pct.1,pct.2,p_val_adj
8,ASAP1,0,0.86,73.6%,18.6%,0
8,SNTB2,0,0.86,80.7%,30.4%,0
8,DLC1,0,0.86,76.7%,30.4%,0
8,ARID5B,0,0.86,89.1%,59.1%,0
8,SNCG,0,0.86,77.8%,27.6%,0
8,MAN1A1,0,0.85,71.6%,16.6%,0
8,KLHL4,0,0.85,54.9%,2.9%,0
8,ROBO4,0,0.85,63.6%,5.0%,0
8,SDCBP,0,0.84,95.2%,68.3%,0
8,YWHAH,0,0.84,88.6%,52.7%,0
8,SMAD1,0,0.84,64.3%,14.0%,0
8,TIE1,0,0.83,63.9%,3.5%,0
8,NFIB,0,0.83,82.3%,38.2%,0
8,FGL2,0,0.83,59.0%,14.9%,0
8,EFNA5,0,0.83,60.9%,4.5%,0
8,FN1,0,0.83,71.7%,17.3%,0
8,KCTD12,0,0.82,79.4%,36.5%,0
8,EGFL7,0,0.82,76.0%,9.7%,0
8,EPB41L2,0,0.82,81.3%,30.9%,0
8,FAM107B,0,0.81,84.7%,33.2%,0
8,PEPD,0,0.80,76.2%,26.7%,0
8,MYCT1,0,0.80,60.9%,4.0%,0
8,PIEZO2,0,0.80,55.1%,0.8%,0
8,HEBP1,0,0.80,80.2%,34.3%,0
8,CHRDL1,0,0.80,71.5%,9.6%,0
8,LAMA4,0,0.80,80.6%,24.3%,0
8,TSTA3,0,0.80,66.8%,21.5%,0
8,PARD6G,0,0.79,63.7%,4.9%,0
8,WARS,0,0.79,64.5%,16.3%,0
8,MGST2,0,0.79,83.8%,36.7%,0
8,IPO11,0,0.79,64.0%,6.5%,0
8,DUSP6,0,0.79,64.7%,19.2%,0
8,MEF2C,0,0.79,74.6%,26.5%,0
8,ADAM10,0,0.79,73.9%,27.5%,0
8,NRN1,0,0.78,64.7%,5.1%,0
8,DST,0,0.78,74.2%,29.8%,0
8,KBTBD11,0,0.78,57.4%,2.8%,0
8,GJC2,0,0.77,53.2%,2.9%,0
8,AKR1C3,0,0.77,63.4%,16.6%,0
8,SASH1,0,0.77,70.3%,19.5%,0
8,DOCK9,0,0.77,62.1%,9.0%,0
8,CTSZ,0,0.77,80.8%,44.0%,0
8,PLSCR4,0,0.76,62.2%,23.8%,0
8,CDC42EP5,0,0.76,75.9%,29.1%,0
8,CD9,0,0.75,97.2%,63.9%,0
8,KDR,0,0.75,58.2%,6.4%,0
8,MPP7,0,0.74,60.6%,12.8%,0
8,ADIRF,0,0.74,96.6%,69.3%,0
8,PRXL2A,0,0.74,68.9%,24.6%,0
8,GNG12,0,0.74,78.8%,37.4%,0
8,CAVIN1,0,0.74,88.8%,51.1%,0
8,SLC38A1,0,0.74,73.8%,25.1%,0
8,CD36,0,0.72,52.8%,3.9%,0
8,DPYSL2,0,0.72,77.4%,31.5%,0
8,PALM,0,0.72,66.8%,17.5%,0
8,YES1,0,0.72,71.3%,27.3%,0
8,ABI3BP,0,0.71,67.2%,22.2%,0
8,PTMS,0,0.71,97.2%,74.6%,0
8,NUDT4,0,0.71,66.4%,30.1%,0
8,CYB5R3,0,0.71,86.5%,53.2%,0
8,SEMA3A,0,0.71,47.6%,1.0%,0
8,TRIOBP,0,0.71,78.7%,36.2%,0
8,TSPAN4,0,0.71,79.3%,30.4%,0
8,MIR4435-2HG,0,0.71,56.5%,13.6%,0
8,STOM,0,0.70,85.8%,41.9%,0
8,TSPAN5,0,0.70,60.0%,7.5%,0
8,SPHK1,0,0.70,62.6%,14.1%,0
8,NTAN1,0,0.70,69.9%,20.6%,0
8,PLPP1,0,0.70,66.0%,23.3%,0
8,MDFIC,0,0.69,64.3%,18.8%,0
8,MYH10,0,0.69,68.8%,28.8%,0
9,IGKC,0,6.44,88.8%,16.1%,0
9,IGLC2,0,6.31,81.9%,5.7%,0
9,IGHA1,0,6.04,87.1%,6.9%,0
9,IGLC3,0,5.85,43.7%,2.0%,0
9,JCHAIN,0,5.51,96.4%,2.0%,0
9,IGLC1,0,5.22,67.5%,1.8%,0
9,IGHG1,0,5.04,47.3%,1.4%,0
9,IGHG3,0,4.68,47.5%,1.1%,0
9,IGHM,0,3.46,33.3%,0.5%,0
9,IGHG2,0,2.93,26.8%,0.2%,0
9,IGHA2,0,2.80,58.4%,0.2%,0
9,MZB1,0,2.70,100.0%,0.8%,0
9,DERL3,0,1.99,98.9%,3.7%,0
9,TXNDC5,0,1.72,93.7%,22.5%,0
9,CD79A,0,1.65,97.0%,0.5%,0
9,FKBP11,0,1.50,98.9%,28.8%,0
9,SEC11C,0,1.39,99.6%,42.5%,0
9,IGLV3-1,0,1.37,27.4%,0.1%,0
9,CD27,0,1.08,89.5%,1.9%,0
9,IGHG4,0,1.07,25.1%,0.5%,0
9,ANKRD28,0,1.05,96.8%,20.1%,0
9,TNFRSF17,0,0.87,85.4%,0.1%,0
9,PIM2,0,0.80,87.6%,7.9%,0
9,FCRL5,0.00E+00,0.80,91.1%,0.1%,0.00E+00
9,IL2RG,0.00E+00,0.78,94.7%,8.4%,0.00E+00
9,TENT5C,0.00E+00,0.74,95.1%,13.5%,0.00E+00
9,SMAP2,0.00E+00,0.74,96.2%,22.4%,0.00E+00
9,ITM2C,3.20E-296,1.00,95.4%,29.3%,1.00E-291
9,HERPUD1,4.55E-275,1.64,100.0%,62.1%,1.42E-270
9,DNAAF1,3.50E-256,0.96,44.9%,6.2%,1.09E-251
9,PRDX4,9.26E-210,0.85,98.5%,52.7%,2.90E-205
9,SPCS3,3.14E-190,0.72,99.6%,49.7%,9.83E-186
9,AREG,5.45E-187,0.81,87.1%,27.9%,1.71E-182
9,CYBA,1.93E-154,0.76,99.4%,69.8%,6.03E-150
9,DUSP5,2.36E-148,0.87,91.1%,42.4%,7.39E-144
10,IL7R,0,3.24,69.0%,1.9%,0
10,CXCR4,0,3.17,96.9%,10.8%,0
10,CCL5,0,3.07,71.6%,2.3%,0
10,PTPRC,0,2.54,95.0%,8.0%,0
10,CD7,0,2.18,70.3%,2.2%,0
10,KLRB1,0,2.17,57.0%,1.0%,0
10,IL32,0,2.16,86.0%,26.9%,0
10,TSC22D3,0,2.16,93.1%,46.8%,0
10,TRBC2,0,2.11,73.6%,2.3%,0
10,CD2,0,2.00,74.1%,1.2%,0
10,CD3E,0,1.97,82.8%,1.2%,0
10,ARHGDIB,0,1.97,93.3%,31.1%,0
10,CST7,0,1.92,64.5%,3.4%,0
10,RGS1,0,1.90,64.4%,5.4%,0
10,ETS1,0,1.89,82.1%,24.7%,0
10,CCL4,0,1.84,43.2%,9.8%,0
10,HCST,0,1.81,77.1%,7.2%,0
10,LEPROTL1,0,1.79,84.4%,27.2%,0
10,CD69,0,1.74,77.2%,6.0%,0
10,CD3D,0,1.73,69.7%,1.0%,0
10,CD52,0,1.73,73.6%,5.4%,0
10,SRGN,0,1.66,98.8%,30.7%,0
10,CNOT6L,0,1.65,74.4%,22.2%,0
10,NKG7,0,1.65,41.8%,1.0%,0
10,CRYBG1,0,1.65,66.8%,10.7%,0
10,LCP1,0,1.64,74.6%,9.0%,0
10,TRAC,0,1.64,62.2%,1.4%,0
10,TRBC1,0,1.63,47.4%,0.7%,0
10,SYTL3,0,1.58,69.4%,7.4%,0
10,GZMK,0,1.58,26.5%,0.4%,0
10,PIK3R1,0,1.56,68.8%,38.7%,0
10,CYTIP,0,1.55,68.5%,4.0%,0
10,CD8A,0,1.55,41.0%,0.7%,0
10,LINC01871,0,1.55,52.7%,0.7%,0
10,STK17B,0,1.53,76.8%,16.6%,0
10,STK4,0,1.53,74.1%,22.7%,0
10,DUSP2,0,1.47,72.7%,33.1%,0
10,SMAP2,0,1.46,71.0%,17.2%,0
10,PARP8,0,1.45,62.8%,9.3%,0
10,RUNX3,0,1.44,59.4%,2.6%,0
10,CD96,0,1.43,60.6%,1.0%,0
10,SPOCK2,0,1.40,60.4%,6.5%,0
10,CD53,0,1.36,67.4%,6.7%,0
10,FYN,0,1.35,73.2%,31.9%,0
10,CD48,0,1.35,62.9%,5.4%,0
10,PPP2R5C,0,1.35,70.8%,32.2%,0
10,PTPN22,0,1.34,55.2%,2.2%,0
10,CD3G,0,1.33,52.0%,0.7%,0
10,IL2RG,0,1.32,57.7%,3.3%,0
10,KLRD1,0,1.31,29.0%,0.6%,0
10,GPR183,0,1.30,52.0%,5.2%,0
10,DDIT4,0,1.29,72.7%,41.3%,0
10,GZMA,0,1.27,32.6%,0.4%,0
10,CREM,0,1.27,82.1%,57.7%,0
10,SAMSN1,0,1.24,71.0%,9.2%,0
10,PDCD4,0,1.23,76.6%,52.5%,0
10,CORO1A,0,1.22,55.5%,5.9%,0
10,LTB,0,1.22,40.5%,1.5%,0
10,TNFAIP3,0,1.22,79.7%,47.8%,0
10,SOCS1,0,1.22,59.7%,21.6%,0
10,SLA,0,1.22,51.4%,5.1%,0
10,HIST1H1D,0,1.21,37.3%,7.1%,0
10,CTSW,0,1.21,42.2%,1.4%,0
10,CDC42SE2,0,1.21,63.0%,21.9%,0
10,CD37,0,1.20,64.1%,7.5%,0
10,OXNAD1,0,1.20,49.4%,5.3%,0
10,CRIP1,0,1.19,81.9%,58.3%,0
10,S100A4,0,1.19,88.8%,51.1%,0
10,PTGER4,0,1.18,52.7%,10.2%,0
10,CLEC2B,0,1.18,59.5%,20.8%,0
10,ARL4C,0,1.17,57.8%,24.8%,0
10,EMB,0,1.17,52.1%,6.6%,0
10,ISG20,0,1.16,66.2%,27.6%,0
10,BCL11B,0,1.16,42.9%,0.7%,0
10,STAT4,0,1.15,50.8%,1.8%,0
10,RORA,0,1.15,55.7%,25.9%,0
10,ALOX5AP,0,1.15,62.3%,8.9%,0
10,TGFB1,0,1.15,57.2%,20.2%,0
10,CEMIP2,0,1.14,49.8%,20.9%,0
10,RNF125,0,1.14,47.9%,6.0%,0
10,GPR171,0,1.14,41.6%,0.7%,0
10,PRDM1,0,1.13,46.8%,10.7%,0
10,PRF1,0,1.13,34.0%,0.4%,0
10,SH2D2A,0,1.13,47.4%,0.9%,0
10,XCL1,0,1.13,21.6%,0.3%,0
10,CD247,0,1.12,45.2%,0.6%,0
10,CLEC2D,0,1.10,44.9%,4.9%,0
10,YPEL5,0,1.09,65.7%,44.7%,0
10,FYB1,0,1.09,45.1%,4.3%,0
10,TENT5C,0,1.08,48.8%,10.0%,0
10,EVI2A,0,1.07,44.9%,3.7%,0
10,XCL2,0,1.06,20.6%,0.3%,0
10,HLA-F,0,1.05,60.1%,26.4%,0
10,GZMM,0,1.05,39.7%,0.7%,0
10,GMFG,0,1.04,59.8%,16.2%,0
10,PIK3IP1,0,1.04,48.6%,10.4%,0
10,IKZF1,0,1.03,45.2%,3.8%,0
10,HOPX,0,1.03,43.7%,12.0%,0
10,CD8B,0,1.02,27.8%,0.4%,0
10,MAF,0,1.01,44.7%,23.6%,0
10,TUBA4A,0,1.00,49.7%,25.3%,0
10,ITK,0,1.00,40.8%,0.9%,0
10,EML4,0,1.00,57.1%,34.4%,0
10,GPR65,0,0.99,45.4%,4.4%,0
10,LAPTM5,0,0.99,63.7%,12.7%,0
10,WIPF1,0,0.98,47.6%,12.3%,0
10,STK17A,0,0.97,51.9%,28.9%,0
10,GZMH,0,0.97,23.8%,0.3%,0
10,KLRK1,0,0.97,27.3%,0.4%,0
10,DUSP4,0,0.97,35.4%,15.1%,0
10,RAC2,0,0.96,49.8%,7.1%,0
10,PDE4B,0,0.96,47.0%,10.5%,0
10,ELF1,0,0.95,70.8%,47.5%,0
10,IQGAP2,0,0.94,43.7%,8.4%,0
10,SC5D,0,0.94,42.3%,15.7%,0
10,MYBL1,0,0.94,32.3%,1.2%,0
10,GLIPR1,0,0.94,52.5%,21.2%,0
10,LSP1,0,0.94,53.6%,15.7%,0
10,PDE4D,0,0.93,43.9%,23.0%,0
10,ITGA4,0,0.92,35.5%,3.6%,0
10,FKBP5,0,0.92,59.8%,35.6%,0
10,ADGRE5,0,0.92,44.1%,18.6%,0
10,RCAN3,0,0.92,42.7%,12.9%,0
10,ICOS,0,0.92,30.3%,0.5%,0
10,CDKN1B,0,0.91,48.6%,22.2%,0
10,RHOH,0,0.90,39.0%,4.0%,0
10,PIP4K2A,0,0.90,45.6%,18.6%,0
10,EVL,0,0.90,48.6%,25.2%,0
10,IKZF3,0,0.90,34.3%,1.9%,0
10,GNG2,0,0.89,38.8%,5.3%,0
10,CYBA,0,0.89,90.4%,67.6%,0
10,GIMAP7,0,0.89,36.3%,7.6%,0
10,CXCR6,0,0.89,30.7%,0.4%,0
10,CCR6,0,0.89,29.1%,0.6%,0
10,PBXIP1,0,0.88,45.2%,23.3%,0
10,EZR,0,0.87,73.2%,52.2%,0
10,AC058791.1,0,0.87,40.0%,15.9%,0
10,FXYD5,0,0.87,75.6%,53.6%,0
10,TNFRSF1B,0,0.86,46.5%,14.1%,0
10,MGAT4A,0,0.86,40.2%,13.3%,0
10,IPCEF1,0,0.85,33.3%,4.1%,0
10,SH2D1A,0,0.83,27.8%,0.3%,0
10,AKNA,0,0.83,38.5%,12.4%,0
10,LIMD2,0,0.83,35.8%,7.4%,0
10,ICAM3,0,0.82,41.5%,10.6%,0
10,SLC38A1,0,0.82,45.2%,25.1%,0
10,ITM2A,0,0.82,54.5%,27.3%,0
10,EVI2B,0,0.82,37.6%,5.9%,0
10,PCED1B-AS1,0,0.81,29.4%,1.8%,0
10,GPSM3,0,0.80,39.3%,8.9%,0
10,GPRIN3,0,0.80,32.3%,4.3%,0
10,TAGAP,0,0.79,29.8%,2.9%,0
10,CBLB,0,0.78,38.9%,18.6%,0
10,LCK,0,0.77,32.6%,0.5%,0
10,IL10RA,0,0.77,31.8%,3.7%,0
10,CAMK4,0,0.77,31.6%,1.6%,0
10,P2RY10,0,0.76,30.3%,0.9%,0
10,BATF,0,0.75,27.5%,5.0%,0
10,DOCK8,0,0.74,34.1%,6.1%,0
10,TRAT1,0,0.73,25.9%,0.3%,0
10,ACAP1,0,0.72,31.4%,5.1%,0
10,APBB1IP,0,0.72,30.6%,3.3%,0
10,CYTH1,0,0.72,37.0%,15.9%,0
10,HCLS1,0,0.71,40.8%,9.0%,0
10,DOCK10,0,0.71,31.0%,5.3%,0
10,IL2RB,0,0.71,26.4%,0.4%,0
11,TPSB2,0,5.02,98.8%,2.0%,0
11,TPSAB1,0,4.23,98.5%,1.0%,0
11,CPA3,0,3.77,97.9%,0.5%,0
11,IL1RL1,0,2.64,90.7%,1.1%,0
11,KIT,0,2.53,81.4%,0.9%,0
11,CD69,0,2.29,75.7%,11.7%,0
11,AREG,0,2.24,82.0%,26.6%,0
11,MS4A2,0,2.22,85.5%,0.3%,0
11,HPGDS,0,2.13,89.3%,1.0%,0
11,SRGN,0,2.07,99.9%,36.0%,0
11,BATF,0,2.01,70.3%,5.4%,0
11,HPGD,0,2.01,74.1%,12.5%,0
11,HDC,0,1.94,76.0%,0.3%,0
11,GLUL,0,1.90,93.9%,57.5%,0
11,FAM107B,0,1.71,74.9%,34.2%,0
11,BIRC3,0,1.68,84.3%,38.8%,0
11,GATA2,0,1.68,70.0%,15.2%,0
11,SAMSN1,0,1.62,87.9%,13.5%,0
11,ALOX5AP,0,1.62,90.8%,12.2%,0
11,ANXA1,0,1.58,97.8%,72.4%,0
11,RHEX,0,1.58,72.7%,1.3%,0
11,ARHGAP18,0,1.52,79.2%,22.0%,0
11,ACSL4,0,1.52,65.6%,24.7%,0
11,FDX1,0,1.48,64.4%,36.5%,0
11,IL13,0,1.41,20.5%,0.2%,0
11,SLC18A2,0,1.41,57.6%,0.3%,0
11,RGS2,0,1.38,84.5%,37.1%,0
11,PTGS2,0,1.38,55.8%,14.9%,0
11,RAC2,0,1.37,76.0%,9.6%,0
11,GPR65,0,1.36,65.1%,7.0%,0
11,VWA5A,0,1.33,66.2%,7.2%,0
11,SYAP1,0,1.32,82.5%,57.9%,0
11,CAPG,0,1.31,82.8%,34.8%,0
11,ARHGDIB,0,1.29,92.5%,36.0%,0
11,CALB2,0,1.28,50.9%,2.6%,0
11,TYROBP,0,1.28,84.7%,8.2%,0
11,FCER1G,0,1.25,78.8%,6.9%,0
11,CD83,0,1.25,67.2%,21.9%,0
11,CKLF,0,1.25,77.3%,32.1%,0
11,CD44,0,1.25,86.6%,45.3%,0
11,CPM,0,1.24,58.3%,13.5%,0
11,RGS13,0,1.22,55.8%,0.4%,0
11,CD37,0,1.17,77.1%,11.6%,0
11,PLIN2,0,1.15,76.2%,30.5%,0
11,REL,0,1.13,79.3%,52.7%,0
11,AKAP13,0,1.12,83.1%,49.1%,0
11,CTNNBL1,0,1.09,66.1%,25.3%,0
11,SLC26A2,0,1.09,47.9%,13.4%,0
11,EMP3,0,1.08,91.4%,49.7%,0
11,HECW2-AS1,0,1.04,36.7%,0.6%,0
11,RAB27B,0,1.02,45.4%,2.1%,0
11,LTC4S,0,1.01,70.5%,35.8%,0
11,SDCBP,0,1.00,89.4%,68.9%,0
11,ZEB2,0,1.00,66.3%,22.2%,0
11,C1orf162,0,0.99,54.0%,9.4%,0
11,LAPTM5,0,0.99,74.0%,16.4%,0
11,STK17B,0,0.99,71.3%,21.5%,0
11,PNMT,0,0.99,38.4%,2.0%,0
11,RASGEF1B,0,0.98,50.1%,14.7%,0
11,GALC,0,0.97,45.5%,12.7%,0
11,ALOX5,0,0.97,48.9%,6.2%,0
11,AL157895.1,0,0.95,46.6%,0.3%,0
11,BMP2K,0,0.95,54.9%,17.8%,0
11,LCP1,0,0.90,72.4%,14.3%,0
11,LEO1,0,0.89,48.0%,16.4%,0
11,LMNB1,0,0.88,36.4%,6.2%,0
11,RNF130,0,0.87,69.9%,39.1%,0
11,FXYD5,0,0.86,86.1%,55.0%,0
11,NSMCE1-DT,0,0.84,38.1%,1.7%,0
11,SIGLEC6,0,0.83,38.9%,0.1%,0
11,RHOH,0,0.82,49.0%,6.5%,0
11,PTAFR,0,0.82,37.2%,2.1%,0
11,TPSD1,0,0.82,41.3%,0.1%,0
11,SH3BGRL3,0,0.82,91.7%,69.8%,0
11,SMIM1,0,0.81,39.3%,7.3%,0
11,GNA15,0,0.80,41.1%,3.5%,0
11,S100A4,0,0.80,95.0%,53.9%,0
11,CD52,0,0.79,48.5%,11.7%,0
11,PTGS1,0,0.78,44.9%,9.8%,0
11,ARHGEF6,0,0.78,41.2%,6.0%,0
11,ADRB2,0,0.76,37.8%,5.2%,0
11,ARHGAP25,0,0.75,34.3%,2.6%,0
11,FCER1A,0,0.75,34.4%,0.7%,0
11,SYTL3,0,0.74,57.6%,12.7%,0
11,BCL2A1,0,0.74,31.5%,6.6%,0
11,TNIK,0,0.74,39.6%,4.3%,0
11,BTK,0,0.74,37.1%,1.6%,0
11,CD84,0.00E+00,0.73,39.8%,3.7%,0.00E+00
11,ANKRD9,0.00E+00,0.73,44.2%,14.9%,0.00E+00
11,IL18,0.00E+00,0.70,38.6%,7.1%,0.00E+00
11,TIAM2,0.00E+00,0.70,30.3%,2.9%,0.00E+00
11,AHR,1.47E-304,1.08,62.9%,33.8%,4.59E-300
11,DUSP6,3.09E-295,0.90,51.1%,20.2%,9.67E-291
11,ELF1,1.15E-292,0.78,76.2%,49.2%,3.59E-288
11,PAK1,3.82E-291,0.74,41.3%,14.0%,1.20E-286
11,TENT5A,4.74E-288,0.91,48.7%,19.1%,1.48E-283
11,AC020916.1,1.74E-282,1.08,71.1%,45.8%,5.45E-278
11,ALAS1,5.83E-275,1.11,44.5%,17.2%,1.82E-270
11,FER,1.85E-266,0.70,40.3%,14.0%,5.80E-262
11,NFKBIZ,2.22E-257,0.90,79.9%,59.6%,6.94E-253
11,LACTB,6.18E-255,0.76,44.8%,17.9%,1.93E-250
11,DDIT4,4.46E-253,0.95,71.2%,43.9%,1.40E-248
11,NFKB1,1.68E-251,1.31,61.7%,37.3%,5.25E-247
11,ANKRD28,2.29E-251,0.84,48.0%,19.9%,7.17E-247
11,CSF1,8.27E-235,1.14,47.5%,21.5%,2.59E-230
11,BHLHE40,6.00E-232,0.80,73.7%,52.7%,1.88E-227
11,IDS,1.51E-222,0.78,66.0%,43.7%,4.73E-218
11,ID2,1.60E-219,0.84,68.0%,42.5%,5.00E-215
11,TNFAIP3,2.44E-208,0.70,76.9%,50.4%,7.64E-204
11,PHF20,1.81E-204,0.76,63.2%,42.2%,5.67E-200
11,EFHD2,9.11E-203,0.78,59.4%,36.3%,2.85E-198
11,ELL2,8.20E-194,0.74,55.2%,29.5%,2.56E-189
11,CCL4,1.78E-189,0.91,36.6%,12.6%,5.56E-185
11,RNF145,5.85E-187,0.79,57.3%,36.8%,1.83E-182
11,SGK1,1.29E-148,0.84,53.3%,31.5%,4.03E-144
12,S100A8,0,3.91,44.4%,6.3%,0
12,S100A9,0,3.78,58.4%,10.9%,0
12,IL1B,0,3.69,69.2%,9.8%,0
12,LYZ,0,3.25,78.3%,1.7%,0
12,CCL3,0,3.04,53.2%,4.7%,0
12,C1QA,0,2.77,57.1%,4.3%,0
12,C1QB,0,2.57,53.9%,3.1%,0
12,TYROBP,0,2.42,92.3%,7.0%,0
12,AIF1,0,2.39,87.7%,2.7%,0
12,HLA-DRA,0,2.37,86.6%,43.4%,0
12,CTSS,0,2.33,90.0%,17.2%,0
12,FCER1G,0,2.26,88.9%,5.5%,0
12,HLA-DPA1,0,2.26,76.2%,38.4%,0
12,HMOX1,0,2.26,55.5%,4.9%,0
12,EREG,0,2.23,37.7%,0.7%,0
12,CXCL8,0,2.22,65.5%,26.6%,0
12,IFI30,0,2.19,77.1%,5.1%,0
12,C5AR1,0,2.18,77.8%,2.0%,0
12,HLA-DPB1,0,2.17,71.8%,38.8%,0
12,CCL4,0,2.16,52.2%,11.6%,0
12,CCL3L1,0,2.12,29.5%,0.7%,0
12,MS4A7,0,2.12,76.6%,0.8%,0
12,C1QC,0,2.10,52.1%,1.3%,0
12,BCL2A1,0,2.05,71.6%,4.5%,0
12,THBS1,0,2.05,64.2%,37.7%,0
12,CD163,0,2.02,73.9%,1.0%,0
12,S100A12,0,2.00,28.8%,0.9%,0
12,CCL4L2,0,1.99,28.4%,2.5%,0
12,VCAN,0,1.97,34.9%,8.9%,0
12,SRGN,0,1.93,98.3%,35.3%,0
12,ACSL1,0,1.87,77.1%,8.1%,0
12,CD74,0,1.87,89.0%,56.4%,0
12,CD14,0,1.87,74.0%,8.2%,0
12,FGL2,0,1.86,78.5%,14.0%,0
12,MS4A6A,0,1.84,77.7%,0.9%,0
12,PLEK,0,1.83,74.8%,1.6%,0
12,NAMPT,0,1.81,93.7%,68.9%,0
12,MRC1,0,1.79,46.8%,4.5%,0
12,AREG,0,1.79,64.2%,26.8%,0
12,PLAUR,0,1.75,80.9%,36.8%,0
12,GPR183,0,1.75,69.7%,7.6%,0
12,LAPTM5,0,1.74,91.0%,15.0%,0
12,BASP1,0,1.73,64.5%,6.6%,0
12,NLRP3,0,1.71,63.3%,1.3%,0
12,MAFB,0,1.70,71.6%,16.3%,0
12,HLA-DQB1,0,1.68,64.7%,28.6%,0
12,FCGR2A,0,1.66,76.1%,3.0%,0
12,LYVE1,0,1.65,36.7%,5.1%,0
12,MNDA,0,1.63,63.5%,1.7%,0
12,SAMSN1,0,1.62,78.1%,13.1%,0
12,TNF,0,1.62,39.1%,10.0%,0
12,LST1,0,1.59,74.4%,2.0%,0
12,CYBB,0,1.59,72.9%,0.4%,0
12,FPR1,0,1.52,64.3%,0.6%,0
12,LUCAT1,0,1.51,55.8%,3.6%,0
12,FCN1,0,1.48,32.8%,0.1%,0
12,CTSB,0,1.47,82.5%,55.9%,0
12,HLA-DQA2,0,1.42,42.8%,4.6%,0
12,COTL1,0,1.42,75.4%,26.7%,0
12,IL1RN,0,1.41,36.0%,3.2%,0
12,CD83,0,1.40,68.3%,21.3%,0
12,HLA-DQA1,0,1.39,56.1%,19.5%,0
12,C1orf162,0,1.38,74.0%,8.0%,0
12,HCLS1,0,1.38,81.3%,9.3%,0
12,SERPINA1,0,1.37,53.5%,4.8%,0
12,TYMP,0,1.37,79.2%,27.1%,0
12,PTPRE,0,1.36,76.1%,12.6%,0
12,PSAP,0,1.33,90.2%,69.0%,0
12,CD68,0,1.32,72.0%,5.7%,0
12,MXD1,0,1.27,53.4%,10.7%,0
12,TLR2,0,1.27,64.5%,1.8%,0
12,LCP1,0,1.26,82.5%,13.1%,0
12,ITGB2,0,1.26,74.3%,4.0%,0
12,RNF149,0,1.26,77.7%,28.9%,0
12,SLC11A1,0,1.25,52.3%,2.9%,0
12,MS4A4A,0,1.25,53.0%,0.6%,0
12,GCA,0,1.24,60.4%,20.7%,0
12,F13A1,0,1.24,35.6%,0.8%,0
12,FOLR2,0,1.22,39.4%,0.7%,0
12,CSF3R,0,1.21,46.9%,0.9%,0
12,TNFRSF1B,0,1.19,75.8%,15.0%,0
12,HBEGF,0,1.19,61.4%,21.3%,0
12,LCP2,0,1.18,64.7%,3.8%,0
12,PHACTR1,0,1.18,58.4%,3.8%,0
12,GK,0,1.18,53.7%,4.1%,0
12,ALOX5AP,0,1.18,65.8%,12.4%,0
12,RGS2,0,1.17,79.0%,36.8%,0
12,CLEC7A,0,1.17,63.8%,0.4%,0
12,ZEB2,0,1.17,74.1%,21.3%,0
12,SLC2A3,0,1.17,76.3%,36.1%,0
12,OLR1,0,1.16,35.7%,0.2%,0
12,IL1R2,0,1.16,33.8%,2.3%,0
12,CSF1R,0,1.15,56.9%,0.3%,0
12,PTGS2,0,1.14,43.9%,14.9%,0
12,PPIF,0,1.13,52.5%,19.7%,0
12,GRN,0,1.13,80.1%,39.2%,0
12,STAB1,0,1.12,43.9%,2.8%,0
12,IL1A,0,1.11,28.8%,2.6%,0
12,TGFBI,0,1.10,61.4%,4.5%,0
12,PELI1,0,1.09,58.7%,17.4%,0
12,VSIG4,0,1.09,42.8%,0.6%,0
12,MSR1,0,1.08,52.8%,0.2%,0
12,IRAK3,0,1.08,60.2%,8.2%,0
12,CPVL,0,1.07,62.3%,23.4%,0
12,SGK1,0,1.07,61.3%,30.8%,0
12,EVI2B,0,1.07,63.2%,6.9%,0
12,SMAP2,0,1.07,77.7%,20.5%,0
12,MPEG1,0,1.06,57.6%,0.2%,0
12,CTSZ,0,1.05,74.2%,44.4%,0
12,RASGEF1B,0,1.05,61.1%,13.7%,0
12,PFKFB3,0,1.05,69.2%,22.0%,0
12,CYBA,0,1.05,92.8%,69.0%,0
12,CD44,0,1.04,77.7%,45.2%,0
12,GLUL,0,1.04,84.9%,57.5%,0
12,NABP1,0,1.03,67.5%,21.8%,0
12,ATP2B1,0,1.03,69.7%,39.5%,0
12,AQP9,0,1.03,29.0%,6.2%,0
12,SPI1,0,1.02,62.0%,1.5%,0
12,DSE,0,1.02,63.1%,11.0%,0
12,RILPL2,0,1.02,69.6%,27.4%,0
12,RNASE6,0,1.01,57.5%,0.6%,0
12,SLA,0,1.01,64.0%,7.7%,0
12,DUSP6,0,1.00,50.5%,19.9%,0
12,NCF2,0,1.00,52.8%,0.5%,0
12,ATP13A3,0,1.00,64.8%,26.3%,0
12,ACTR2,0,1.00,83.6%,53.7%,0
12,ABL2,0,1.00,51.3%,13.5%,0
12,C3AR1,0,0.99,56.9%,1.4%,0
12,FKBP5,0,0.99,77.4%,36.5%,0
12,CD302,0,0.99,73.2%,21.0%,0
12,C15orf48,0,0.98,27.0%,1.6%,0
12,RAB31,0,0.98,69.4%,20.6%,0
12,SERPINB9,0,0.98,65.5%,24.3%,0
12,PDE4B,0,0.97,61.7%,12.3%,0
12,IVNS1ABP,0,0.97,63.5%,27.6%,0
12,IL10,0,0.97,30.2%,0.4%,0
12,SH3BGRL3,0,0.96,90.7%,69.6%,0
12,CD93,0,0.96,56.9%,8.2%,0
12,ITGAX,0,0.96,52.8%,1.1%,0
